ds,yhat,yhat_lower,yhat_upper
2025-03-04 04:30:00,-12.836140944004487,-14.750772728580172,-10.98101434327741
2025-03-04 05:00:00,-7.656817649470614,-9.583987591717674,-5.753529604307899
2025-03-04 05:30:00,-2.451232112213699,-4.497385957566518,-0.7293317980812551
2025-03-04 06:00:00,2.287074385207246,0.2817279321711529,4.2947025833322625
2025-03-04 06:30:00,6.236774160681975,4.339505147967523,8.126333838560415
2025-03-04 07:00:00,9.26602671643407,7.36924322446181,11.174796077974598
2025-03-04 07:30:00,11.408836268614698,9.451671226595446,13.26825453439236
2025-03-04 08:00:00,12.812609094499628,10.936229875935737,14.689291202223073
2025-03-04 08:30:00,13.674289728272896,11.737977314519503,15.49924640989713
2025-03-04 09:00:00,14.18273424699138,12.063296602460818,16.06530880650762
2025-03-04 09:30:00,14.48061360818846,12.561955545641355,16.443871267327463
2025-03-04 10:00:00,14.65169009789011,12.818543038541836,16.608154626318
2025-03-04 10:30:00,14.731079741935705,12.810373079773491,16.76271081059245
2025-03-04 11:00:00,14.72948940405063,12.815350760464222,16.687567161193495
2025-03-04 11:30:00,14.659203220791733,12.728177736554278,16.58592151518558
2025-03-04 12:00:00,14.550525633290167,12.6146439616956,16.506433063539788
2025-03-04 12:30:00,14.451961296327656,12.537590068510875,16.249486090127412
2025-03-04 13:00:00,14.41405408274388,12.435956396556099,16.262089608742066
2025-03-04 13:30:00,14.463357865697311,12.51379538044953,16.37865002104212
2025-03-04 14:00:00,14.57736048610116,12.59293637911521,16.369752978765295
2025-03-04 14:30:00,14.671890254074711,12.689838951666006,16.538589099852054
2025-03-04 15:00:00,14.609261845020544,12.669137435783592,16.623254455742945
2025-03-04 15:30:00,14.229039169943892,12.358534454943563,16.168239254992248
2025-03-04 16:00:00,13.395659562864571,11.404902561108477,15.276487611244212
2025-03-04 16:30:00,12.050588641197255,10.148964885429065,13.980294894391044
2025-03-04 17:00:00,10.253267996721737,8.391027469584596,12.12503879073443
2025-03-04 17:30:00,8.1961646379853,6.282616478476566,10.116207512397326
2025-03-04 18:00:00,6.184790373429194,4.37877608213937,8.185153680161745
2025-03-04 18:30:00,4.582391847184517,2.6540246155740865,6.505098039251565
2025-03-04 19:00:00,3.7288718160880516,1.7171123590073643,5.484598808500963
2025-03-04 19:30:00,3.8517176105286723,1.9532971589554304,5.718661414911189
2025-03-04 20:00:00,4.990904288473559,3.0401597685920425,6.807834902410105
2025-03-04 20:30:00,6.958484006526282,5.144420064826352,8.78014471041437
2025-03-04 21:00:00,9.346827844910333,7.399538999483073,11.284388042340474
2025-03-04 21:30:00,11.58866071754356,9.641174487460766,13.502715384740267
2025-03-04 22:00:00,13.059667483781139,11.186196751674597,15.04441619097559
2025-03-04 22:30:00,13.203601214462662,11.240015447428343,15.18544440270361
2025-03-04 23:00:00,11.6532775024133,9.83940771484633,13.727969310195844
2025-03-04 23:30:00,8.320383943016822,6.512370772076743,10.216999567615643
2025-03-05 00:00:00,3.4329879059363013,1.4780229781603593,5.25350070813898
2025-03-05 00:30:00,-2.489282432882363,-4.243028982598885,-0.47484867032026856
2025-03-05 01:00:00,-8.718743113568422,-10.45628943324518,-6.902457395563949
2025-03-05 01:30:00,-14.44519521645762,-16.328599397371637,-12.469289714283327
2025-03-05 02:00:00,-18.91759154021327,-20.856761980518254,-16.924539408719067
2025-03-05 02:30:00,-21.572596280220857,-23.541009189317588,-19.698050998276184
2025-03-05 03:00:00,-22.12415686993396,-24.091888813278203,-20.181046844008964
2025-03-05 03:30:00,-20.597348441259285,-22.475544363650968,-18.6718316216766
2025-03-05 04:00:00,-17.302408988240664,-19.30731621131058,-15.525038913424746
2025-03-05 04:30:00,-12.75798042862554,-14.541063654746607,-10.83377927272928
2025-03-05 05:00:00,-7.583005074321411,-9.517856143177003,-5.784316987403075
2025-03-05 05:30:00,-2.3821429708130513,-4.189266499934245,-0.4996934394162545
2025-03-05 06:00:00,2.3510691564584323,0.4506181594804217,4.336198378032942
2025-03-05 06:30:00,6.295310657680197,4.358297663368952,8.156618486527842
2025-03-05 07:00:00,9.318750498003396,7.439155902845862,11.299659958189821
2025-03-05 07:30:00,11.455404726517223,9.575870971967682,13.337294138221841
2025-03-05 08:00:00,12.852693759799601,10.923711118974193,14.793878587110958
2025-03-05 08:30:00,13.707578499979771,11.741030183271072,15.665652086100932
2025-03-05 09:00:00,14.208933535464567,12.244301097247078,16.02311671404523
2025-03-05 09:30:00,14.499450385344893,12.626596380266397,16.401912449106582
2025-03-05 10:00:00,14.662913844746235,12.752314649699107,16.519873504829768
2025-03-05 10:30:00,14.734464286947809,12.799076083651409,16.77032530031167
2025-03-05 11:00:00,14.724834642619765,12.80914395687602,16.57468194687496
2025-03-05 11:30:00,14.646336711902366,12.676283425397074,16.566078076422237
2025-03-05 12:00:00,14.529304063490187,12.715298667498727,16.560892508478805
2025-03-05 12:30:00,14.422271807285025,12.486578967399291,16.304900342738755
2025-03-05 13:00:00,14.375815455282474,12.50738152883088,16.15284283233254
2025-03-05 13:30:00,14.416521557460124,12.594683364396088,16.371708159636842
2025-03-05 14:00:00,14.521911513855676,12.601542582198414,16.37178171153292
2025-03-05 14:30:00,14.607847922518076,12.677626077256345,16.658218009033483
2025-03-05 15:00:00,14.536680314146984,12.635625568647034,16.493180234943157
2025-03-05 15:30:00,14.14800786053751,12.310436270330337,15.875281567681053
2025-03-05 16:00:00,13.306303396787154,11.363650684523666,15.173899097748821
2025-03-05 16:30:00,11.953068115596386,10.07869338129976,13.951025232050352
2025-03-05 17:00:00,10.147779090507884,8.095428549632475,11.99685349116728
2025-03-05 17:30:00,8.082938552272111,6.201120629851303,10.05759281642562
2025-03-05 18:00:00,6.064093101433683,4.1410817633230526,7.949835341654008
2025-03-05 18:30:00,4.454523580626523,2.6943365517888274,6.318381639578136
2025-03-05 19:00:00,3.5941661859227283,1.600084384851009,5.492020132292945
2025-03-05 19:30:00,3.710540763380491,1.9480820450723213,5.639772232544132
2025-03-05 20:00:00,4.84365380498184,2.9560960516061625,6.907964704699396
2025-03-05 20:30:00,6.805587660806031,4.901680034036327,8.793802748526472
2025-03-05 21:00:00,9.188742213765323,7.299598534632669,11.116963918811111
2025-03-05 21:30:00,11.42586963892601,9.408292077336379,13.313488271283179
2025-03-05 22:00:00,12.892680373241904,11.006749927898902,14.81898514333649
2025-03-05 22:30:00,13.032951243365027,11.059520425174748,14.981197296102017
2025-03-05 23:00:00,11.479519644890415,9.559146468329345,13.441571188387629
2025-03-05 23:30:00,8.144092898818407,6.305739433701636,10.06358771206294
2025-03-06 00:00:00,3.254755902544005,1.371716573395054,5.206389141375534
2025-03-06 00:30:00,-2.6688479431606806,-4.484877167040475,-0.7845581278380727
2025-03-06 01:00:00,-8.89902186284737,-10.850551620610952,-6.889895322013683
2025-03-06 01:30:00,-14.625556625604858,-16.52464930377442,-12.764516790237291
2025-03-06 02:00:00,-19.097397300509442,-21.128387813853582,-17.10132181191024
2025-03-06 02:30:00,-21.751203019793586,-23.79271979569731,-19.87581325834135
2025-03-06 03:00:00,-22.300918879812897,-24.290600968959833,-20.402635978427636
2025-03-06 03:30:00,-20.77162046124172,-22.69188395321656,-18.783737999596145
2025-03-06 04:00:00,-17.473549038009015,-19.277611018580544,-15.587933528167516
2025-03-06 04:30:00,-12.925352674144634,-14.885498236087486,-11.037242791665461
2025-03-06 05:00:00,-7.745982720735245,-9.708929031198455,-5.982231313051031
2025-03-06 05:30:00,-2.5401111710649946,-4.519607394722463,-0.6207742127046665
2025-03-06 06:00:00,2.198710391017535,0.20222191630552075,4.108095502674639
2025-03-06 06:30:00,6.149143551882805,4.282946720367768,8.068286224499937
2025-03-06 07:00:00,9.179336625384718,7.305420025780894,11.083574894020982
2025-03-06 07:30:00,11.323282150302207,9.525357877145382,13.205664420486558
2025-03-06 08:00:00,12.728374213262706,11.00579617817987,14.72604560531468
2025-03-06 08:30:00,13.591544616964729,11.527206232703413,15.462840682413797
2025-03-06 09:00:00,14.101636142172595,12.23942462403539,15.99373214963101
2025-03-06 09:30:00,14.401305862044634,12.649692364875193,16.28101074429701
2025-03-06 10:00:00,14.57430157141397,12.676019970037444,16.48758558876574
2025-03-06 10:30:00,14.655724180671335,12.617618566371018,16.691178786521025
2025-03-06 11:00:00,14.656264795454593,12.814863745686807,16.57704615917049
2025-03-06 11:30:00,14.588191141648906,12.699852816498948,16.50305882341889
2025-03-06 12:00:00,14.48179058594626,12.543299144877128,16.321054398394857
2025-03-06 12:30:00,14.385550037123082,12.504071445187218,16.385008460724627
2025-03-06 13:00:00,14.349994947160468,12.38076216190903,16.333219626280716
2025-03-06 13:30:00,14.401660093377526,12.511338740357212,16.25112011915122
2025-03-06 14:00:00,14.518013545195123,12.691741726441503,16.31094577327216
2025-03-06 14:30:00,14.614863175558241,12.71162577856876,16.59075645186019
2025-03-06 15:00:00,14.554502561879609,12.496947383460558,16.310685603229693
2025-03-06 15:30:00,14.176473872487696,12.29725778957631,16.1634259603249
2025-03-06 16:00:00,13.345192068881575,11.433184070485387,15.24751176963841
2025-03-06 16:30:00,12.002099785611373,10.01597148746689,13.799241106980269
2025-03-06 17:00:00,10.206615045804298,8.174054074695855,12.171776173739543
2025-03-06 17:30:00,8.15118073179348,6.351654800222832,10.120954331504064
2025-03-06 18:00:00,6.141283997159988,4.252749452244873,8.056635143862897
2025-03-06 18:30:00,4.540146338818844,2.626261576741853,6.441079354574475
2025-03-06 19:00:00,3.6876449121440906,1.8073872331335994,5.5850485967607915
2025-03-06 19:30:00,3.811241033914127,1.7441844701303875,5.558225184159145
2025-03-06 20:00:00,4.950883382011135,3.0998100310738512,7.014316202387657
2025-03-06 20:30:00,6.918597415660051,5.060605029485344,8.932335933632983
2025-03-06 21:00:00,9.30672725263551,7.399563798258462,11.069181355271196
2025-03-06 21:30:00,11.547970636821825,9.672080923851068,13.718564019626418
2025-03-06 22:00:00,13.017985107053494,11.07553947999595,14.962206501168081
2025-03-06 22:30:00,13.160496325667612,11.391839695676612,15.11529663839603
2025-03-06 23:00:00,11.608292455836821,9.6858043252576,13.661561276827914
2025-03-06 23:30:00,8.273033708839032,6.378169309624637,10.171288201085375
2025-03-07 00:00:00,3.3827601860446563,1.345718402933889,5.299978008602767
2025-03-07 00:30:00,-2.542927014594391,-4.448004783503249,-0.6950575766226759
2025-03-07 01:00:00,-8.776370747030523,-10.75408220753559,-6.773925209952381
2025-03-07 01:30:00,-14.507398563180544,-16.500892397689775,-12.653134205686328
2025-03-07 02:00:00,-18.98498931216091,-20.885107576928963,-17.147528708835868
